0,Nghị quyết của Đảng ủy và Ban Giám hiệu nhà trường liên quan đến công tác đào tạo là gì?,trong năm học 2014-2015 khoa đã đăng ký 7 đề tài trọng điểm cấp trường được duyệt 4 đề tài thực hiện 3 đề tài 1 đề tài xin rút vì lý do sức khỏe
0,Viện hợp tác với những tổ chức nào?,nguồn nhân lực chủ chốt của viện khktmt là gs pgs gv ncv của khoa kỹ thuật môi trường và các khoa khác
0,Bộ môn tiếng Anh có chương trình đào tạo nào dành cho sinh viên hệ vừa làm vừa học?,sinh viên sẽ được miễn các môn học đã học ở trình độ đại học đạt từ điểm 5 trở lên và phù hợp với chương trình khung của ngành chuyên ngành đăng ký.
1,"nếu có vướng mắc trong quá trình thực hiện, sinh viên sẽ liên hệ với ai?",liên hệ phòng ctct qlsv qua số điện thoại 0243.8697004 hoặc 0901868288 gặp phạm minh châu
1,số cán bộ hợp đồng theo nghị định 68 của trường là bao nhiêu?,số cán bộ hợp đồng theo nghị định 68 là 51 người
1,ai là người hỗ trợ về tài khoản đăng nhập cổng thông tin sinh viên?,hỗ trợ qua điện thoại 024 38630001 hoặc email ttcntt@huce.edu.vn
1,thời gian dạy và học trực tuyến bắt đầu từ ngày nào,kể từ ngày 11/9/2024
0,Quyết định công nhận trường ĐH Xây dựng Hà Nội có nội dung gì?,với chương trình đào tạo tiên tiến đặc biệt là về đồ án kiến trúc và ngoại ngữ
1,thời gian đăng ký học chuyển tiếp là khi nào?,từ ngày 02 tháng 4 năm 2024 đến hết ngày 08 tháng 4 năm
0,Bộ môn tiếng Anh có các chứng chỉ tiếng Anh nào được giảng dạy cho sinh viên?,Đào tạo: sinh viên sẽ được miễn các môn học đã học ở trình độ đại học đạt từ điểm 5 trở lên và phù hợp với chương trình khung của ngành chuyên ngành đăng ký.
1,kế hoạch học tập của sinh viên được thông báo ở đâu,sinh viên xem thời khóa biểu thông tin giảng viên phụ trách lớp học phần trên cổng thông tin sinh viên
1,sinh viên phải đăng ký bảo lưu điểm trước khi đóng học phí hay sau?,sinh viên phải đăng ký bảo lưu điểm trước khi đóng học phí
0,Thông tin liên hệ của Khoa Công nghệ Thông tin là gì?,kỹ sư thiết kế kỹ sư giám sát cán bộ quản lý trong các doanh nghiệp xây dựng cầu đường
1,sinh viên có thể đọc tài liệu hướng dẫn cài đặt phần mềm ở đâu,đọc kỹ tài liệu hướng dẫn cài đặt và sử dụng mục hướng dẫn sử dụng hệ thống trên cổng thông tin sinh viên
1,Sinh viên chương trình đại học liên thông có phải học bổ sung môn học không,sinh viên phải học bổ sung các môn học còn thiếu so với các môn học yêu cầu ở trình độ cao đẳng của ngành chuyên ngành đăng ký
0,Công tác lưu trữ và bảo mật của phòng bao gồm những gì?,thường trực các cổng trường theo dõi hướng dẫn khách đến trường liên hệ công tác ngăn chặn kịp thời những trường hợp vào trường
1,sinh viên không hoàn thành điều kiện tiên quyết sẽ ảnh hưởng như thế nào,không được xét tốt nghiệp
1,sinh viên có thể đăng ký bảo lưu điểm học kỳ nào?,học kỳ iii năm học 2023-2024
1,Mỗi phòng trong ký túc xá có sức chứa bao nhiêu sinh viên,mỗi phòng sức chứa từ 6 đến 12 sinh viên
0,Sinh viên có thể thực tập ở đâu?,tham gia các đội văn nghệ thể thao
0,Đoàn Thanh niên Cộng sản Hồ Chí Minh trường đã nhận bằng khen từ đâu?,tổng biên tập tạp chí được phép thừa lệnh hiệu trưởng ký và đóng dấu của trường trong phạm vi công tác được giao
1,Trường Đại học Xây dựng Hà Nội có bao nhiêu năm đào tạo và phát triển,trường đại học xây dựng hà nội đã có hơn 60 năm đào tạo và 50 năm xây dựng và phát triển
1,ban giám hiệu giao nhiệm vụ cho các đơn vị nào trong công tác đánh giá?,"giao nhiệm vụ cho phòng ctctqlsv, trung tâm công nghệ thông tin, các khoa ban"
0,Phòng Quản trị Thiết bị quản lý những gì trong phạm vi toàn trường?,theo dõi tổng hợp tình hình công tác thanh tra pháp chế theo định kỳ và báo cáo hiệu trưởng
1,thời gian duyệt kết quả đánh giá của các lớp sinh viên là khi nào?,từ ngày 19/03/2024 đến 22/03/2024
1,số chuyên ngành tiến sĩ mà đội ngũ giảng viên của trường tham gia giảng dạy là bao nhiêu?,tham gia giảng dạy 13 chuyên ngành tiến sĩ
1,sinh viên bị cảnh cáo khi phạm lỗi gì?,sinh viên bị cảnh cáo khi phạm lỗi trong việc sử dụng tài liệu cấm hoặc gian lận nhỏ
1,công ty có cung cấp dịch vụ quan trắc không?,công ty cung cấp dịch vụ quan trắc lún đo chuyển vị và đo nghiêng công trình dân dụng công nghiệp
0,Ký túc xá có bao nhiêu tổ chức chuyên môn và tổ chức các nhiệm vụ chính của họ như thế nào,đối với sinh viên chính quy: đào tạo tiếng anh cơ bản làm nền tảng cho các khóa học chứng chỉ như toeic ielts; mục tiêu đầu ra toeic tiếng anh chuyên ngành được giảng dạy từ năm thứ đối với sinh viên kỹ sư chất lượng cao: đào tạo tiếng pháp delf b1 và tiếng anh cơ bản toeic.
0,Sinh viên ngành kỹ thuật môi trường học về kiến thức gì?,chương trình đào tạo của ngành kỹ thuật điện được xây dựng theo phương pháp tiếp cận cdio (conceive design implement operate)
0,Ngành kinh tế và quản lý đô thị thuộc ngành gì?,chương trình đại học chuyên ngành kỹ thuật cơ điện được xây dựng theo phương pháp tiếp cận cdio
1,Trường Đại học Xây dựng Hà Nội đã đào tạo bao nhiêu thạc sĩ và tiến sĩ,"trường đã đào tạo trên 5.000 thạc sĩ, tiến sĩ"
1,sinh viên nào có thể đăng ký học phần từ 23/04 đến 26/04/2024?,"sinh viên k.66, k.67, k.68"
0,Sinh viên ngành kỹ thuật điện có thể tham gia những đội nhóm nào?,cơ hội thực tập tại các công ty tư vấn thiết kế và các tổ chức quốc tế
1,Ai là trưởng ban quản lý ký túc xá,trưởng ban quản lý ký túc xá là ks. nguyễn huy tu
1,thời gian hoàn thành báo cáo kết quả thực hiện công tác đánh giá là khi nào?,trước ngày 04/10/2024
0,Viện đào tạo những chuyên ngành nào?,viện trưởng pgs.ts nguyễn việt anh
1,quyết định số 1130/qđđhxdhn được ký vào ngày nào?,ngày 25 tháng 11 năm 2021
0,Mỗi khóa đào tạo kỹ sư bậc cao có thời gian và nội dung như thế nào?,văn phòng khoa kiến trúc quy hoạch p116 nhà a1 điện thoại 024.3869.1973 website http://ktqh.huce.edu.vn email ktqh@huce.edu.vn
1,học bổng khuyến khích học tập của trường đại học xây dựng hà nội dành cho đối tượng nào?,dành cho sinh viên có thành tích học tập tốt
1,tỷ lệ cán bộ hợp đồng theo nghị định 68/nđ-cp so với tổng số cán bộ là bao nhiêu phần trăm?,4.68%
0,"Sau khi tốt nghiệp, sinh viên có thể làm việc ở đâu?",sinh viên ngành kỹ thuật môi trường có vai trò quan trọng trong quy hoạch tư vấn thiết kế vận hành và quản lý công trình hạ tầng kỹ thuật bảo vệ môi trường
1,nếu sinh viên khóa 64 trở về trước muốn đăng ký môn học không mở thì làm gì?,lập danh sách nộp tại khoa quản lý gửi về phòng quản lý đào tạo trước ngày 18/04/2024
0,Học bổng Viettinbank có giá trị bao nhiêu?,học chuyển đổi các chuyên ngành khác trong khoa và các khoa khác trong trường
0,Nhóm môn học cơ sở ngành bao gồm những gì?,cấm mang các vật dễ cháy nước uống thức ăn hút thuốc lá vẽ bôi bẩn lên máy móc dụng cụ bàn ghế
0,Trường Đại học Xây dựng Hà Nội đã trở thành gì?,tạp chí khoa học công nghệ xây dựng có số lượng kỳ xuất bản hàng năm là 8 số
1,thời gian đăng ký học phần thực hiện theo thông báo nào?,thực hiện theo thông báo số 69/tb-đhxdhnqlđt ngày 05 tháng 7 năm
0,Sinh viên có thể tham gia thị trường lao động quốc tế không?,cơ hội nghề nghiệp rộng mở cho kỹ sư chuyên ngành kinh tế và quản lý đô thị tại các vị trí: quản lý nhà nước
1,quyết định này áp dụng cho những chứng chỉ ngoại ngữ nào?,các cơ sở giáo dục được bộ giáo dục và đào tạo công nhận
1,"nếu sinh viên thấy bất thường về đề thi, phải làm gì?",nếu sinh viên thấy bất thường về đề thi phải báo ngay cho cán bộ coi thi
0,Văn phòng khoa giáo dục thể chất và quốc phòng nằm ở đâu?,nghiệm thu 9 đề tài cấp trường: 7 tốt 2 khá
1,sinh viên tự đánh giá kết quả rèn luyện của mình trên phần mềm nào?,trên phần mềm tại địa chỉ https://sinhvien.huce.edu.vn
1,sinh viên cần liên hệ với ai để giải quyết các vấn đề về tài khoản sinh viên?,liên hệ với trung tâm công nghệ thông tin cơ sở dữ liệu
0,Phòng tổ chức thẩm định và phê duyệt dự án đầu tư như thế nào?,là đầu mối phối hợp các đơn vị trong và ngoài trường thực hiện công tác đào tạo của trường
1,công ty có hoạt động tư vấn gì không?,hoạt động tư vấn quản lý không bao gồm tư vấn pháp luật tài chính kế toán kiểm toán thuê và chống khoan
0,Các kỹ sư sau khi ra trường có thể làm việc ở đâu?,tham gia thị trường lao động với vị trí cán bộ kỹ thuật cơ điện tại nhật bản asean
0,Sinh viên ngành này có thể đạt được những kỹ năng gì?,được tiếp xúc với các dự án thực tế và thực hành tại các xưởng sản xuất nội thất quy mô và hiện đại
1,sinh viên có thể lấy bằng kỹ sư kiến trúc sư hay cử nhân trong ngành nào?,các ngành không phải là mỹ thuật đô thị công nghệ đa phương tiện quản lý hạ tầng đất đai đô thị kiểm toán đầu tư xây dựng quản lý dự án logistics và quản lý chuỗi cung ứng logistics đô thị
1,thông báo này gửi đến những ai?,"gửi đến các khoa, ban, quản lý sinh viên và trưởng phòng quản lý đào tạo"
1,số cán bộ giảng dạy trong đội ngũ cán bộ của trường là bao nhiêu người?,763 người
1,hình thức dạy và học trong thời gian mưa bão là gì,dạy và học theo hình thức trực tuyến
0,Mô hình thư viện hiện nay là gì?,hợp tác đào tạo: liên kết và hợp tác với các đối tác trong nước và quốc tế trong tổ chức đào tạo đại học sau đại học
0,"Sau khi tốt nghiệp, sinh viên được cấp bằng gì?",thời gian đào tạo 5 năm
0,Thư viện đã được cải tạo và nâng cấp vào năm nào?,là đơn vị hàng đầu trong hợp tác đào tạo và tư vấn quốc tế trong lĩnh vực xây dựng và phát triển hạ tầng
1,quy định về miễn giảm học phần được ban hành vào ngày nào,ngày 09 tháng 08 năm 2023
1,chương trình đào tạo pfiev cấp bằng gì?,bằng tốt nghiệp kỹ sư do trường đại học xây dựng hà nội cấp
1,chứng chỉ ngoại ngữ yêu cầu để tốt nghiệp là gì?,anh hoặc pháp b1 trở lên
0,Sinh viên ngành này được đào tạo những kỹ năng gì?,thời gian đào tạo 5 năm
0,Trung tâm có tổ chức các khóa đào tạo ngắn hạn không?,"thường xuyên cử cán bộ tham gia khoá đào tạo về nghiệp vụ thư viện, công nghệ thông tin và ngoại ngữ"
1,"nếu sinh viên không đóng học phí đúng hạn, sẽ xảy ra điều gì?",kết quả đăng ký sẽ bị hủy
0,"Sau khi tốt nghiệp, sinh viên chuyên ngành máy xây dựng có thể làm gì?",cán bộ kỹ thuật thiết kế cơ khí quản lý sản xuất công nghiệp tổ chức thi công kiểm định các loại máy và thiết bị
0,Khoa có chương trình đào tạo đặc biệt nào?,là cơ sở có đủ khả năng bồi dưỡng nghiệp vụ giám sát thi công xây dựng công trình cho 3 lĩnh vực.
1,chương trình liên kết đào tạo đại học giữa trường đại học xây dựng hà nội và trường nào?,trường đại học mississippi hoa kỳ
1,sinh viên chính quy đóng học phí qua hình thức nào?,qua tài khoản liên kết ngân hàng agribank
1,Bộ môn Tiếng Anh có tham gia nghiên cứu khoa học không,bộ môn tiếng anh có tham gia nghiên cứu khoa học trong phạm vi chuyên môn
1,website nào sinh viên sử dụng để tự đánh giá kết quả rèn luyện?,https://sinhvien.huce.edu.vn
1,khi nào sinh viên sẽ biết kết quả đăng ký học chuyển tiếp?,sau khi có kết quả đăng ký học chuyển tiếp
1,giảng viên sinh viên có thể liên hệ qua email nào,ttcntt@thuce.edu.vn
1,sinh viên cần làm gì trong công tác đánh giá?,tự đánh giá kết quả rèn luyện bản thân trên phần mềm
0,Trường Đại học Xây dựng Hà Nội nhận huân chương chiến công nào?,tổng biên tập pgs.ts đinh văn thuật thường trực ban biên tập ts. nguyễn thị nguyệt hằng thư ký tạp chí ths. nguyễn hương thảo cn. lê phương chi
0,"Sau khi tốt nghiệp, sinh viên chuyên ngành máy xây dựng có thể làm gì?",cán bộ kỹ thuật thiết kế cơ khí quản lý sản xuất công nghiệp tổ chức thi công kiểm định các loại máy và thiết bị
1,thông báo này dành cho sinh viên nào?,dành cho sinh viên k65
1,Ban quản lý ký túc xá có nhiệm vụ gì,ban quản lý ký túc xá quản lý ký túc xá sinh viên theo quy định hướng dẫn sinh viên học viên thực hiện tốt nội quy
1,Yêu cầu đối với người học chương trình đào tạo văn bằng hai là gì,yêu cầu đối với người học: đã có bằng tốt nghiệp đại học
0,Chương trình đào tạo chuyên ngành kỹ thuật cơ điện được xây dựng theo phương pháp nào?,thuộc ngành quản lý xây dựng đại học xây dựng ra đời
0,Sinh viên có cơ hội nhận học bổng từ đâu?,sinh viên của chuyên ngành kinh tế và quản lý đô thị có kết quả học tập đáng ngưỡng mộ với 19% tốt nghiệp loại xuất sắc
1,các bộ môn sẽ phổ biến thông tin gì đến sinh viên,lịch thi các lớp học phần theo phương thức bảo lưu đqt sẽ do các bộ môn quyết định và phổ biến đến sinh viên
1,trường đại học mississippi đứng thứ bao nhiêu trong bảng xếp hạng của thedailybeast.com?,là một trong 10 trường đại học an toàn nhất của mỹ
1,Quy trình chuyển từ hệ chính quy sang hệ vừa làm vừa học như thế nào,sinh viên cần có quyết định chuyển hệ đào tạo của trường đhxdhn phòng công tác chính trị và quản lý sinh viên phụ trách nộp hồ sơ gốc phiếu điểm các môn học đã tích luỹ được ở hệ chính quy
0,Khoa có các đối tác chiến lược ở những khu vực nào?,trang bị cho sinh viên các kỹ thuật cơ bản của một số môn thể thao
0,Viện công nghệ cao Việt Nhật cung cấp dịch vụ gì?,thiết kế công nghệ công trình trong lĩnh vực công trình thủy và khai thác nguồn năng lượng sạch
1,Bộ môn Tiếng Anh đào tạo môn gì,bộ môn đào tạo tiếng anh và tiếng pháp cho sinh viên từ cơ bản đến nâng cao
1,số giảng viên cao cấp và giảng viên chính trong đội ngũ giảng viên của trường là bao nhiêu?,số giảng viên cao cấp và giảng viên chính là 137
0,Sinh viên có khả năng làm gì sau khi tốt nghiệp?,thời gian đào tạo thiết kế là 5 năm
1,công ty cung cấp dịch vụ tư vấn gì cho khách hàng?,công ty cung cấp các dịch vụ tư vấn dự kiến khác theo yêu cầu của khách hàng phù hợp với các quy định của việt nam và thông lệ quốc tế
1,sinh viên sử dụng tài khoản gì để đăng nhập vào hệ thống?,sử dụng mã sinh viên được cấp khi đăng ký chương trình kỹ sư kiến trúc sư
1,trường đại học mississippi là trường đại học công lập hay tư thục?,trường đại học công lập
1,công tác đánh giá kết quả rèn luyện được triển khai từ khoa nào?,từ khoa 4 khoa 6
0,Công ty tập trung vào nghiên cứu và phát triển thực nghiệm trong lĩnh vực khoa học nào?,Sinh viên được học tập trong môi trường có cơ sở vật chất hiện đại với sự hướng dẫn trực tiếp của các giảng viên và chuyên gia.
1,sinh viên đăng ký học chuyển tiếp vào chương trình nào?,chương trình đào tạo bậc 7 kỹ sư kiến trúc sư thạc sĩ
1,sinh viên có cơ hội nhận học bổng nào không?,có cơ hội học bổng của cả 2 trường dành cho sinh viên có kết quả học tập xuất sắc
0,Sinh viên ngành kỹ thuật môi trường có thể ứng dụng những kiến thức nào?,bạn sẽ có tư duy hệ thống tư duy sáng tạo thành thạo các kỹ năng thực hành nghề nghiệp ứng dụng các công nghệ và công cụ tiên tiến phục vụ công việc
1,"đối với các ngành còn lại, sinh viên sẽ được cấp bằng gì?",kỹ sư kiến trúc sư
1,"các khoa ban, giáo viên chủ nhiệm cần làm gì?","phổ biến đến sinh viên, đặc biệt là sinh viên khóa cũ để đăng ký đúng thời hạn"
0,Phòng giúp hiệu trưởng về nhiệm vụ gì liên quan đến tham nhũng?,lập kế hoạch bổ sung thay thế sửa chữa bảo trì các công trình và cơ sở vật chất phục vụ cho các hoạt động của trường trình hiệu trưởng phê duyệt
0,Trung tâm có tổ chức các chương trình trao đổi học tập không?,"tham gia các chương trình hội thảo, nói chuyện chuyên đề, trao đổi kinh nghiệm với các đơn vị bạn trong ngành thông tin thư viện"
1,Quyết định này dựa trên căn cứ nào của Thủ tướng Chính phủ,căn cứ quyết định số 1396/qđ-ttg ngày 13 tháng 8 năm 2021 của thủ tướng chính phủ về việc đổi tên trường đại học xây dựng thành trường đại học xây dựng hà nội
0,Phòng tham gia quản lý thực hiện dự án và thanh quyết toán vốn ra sao?,thúc đẩy đổi mới phương pháp và công nghệ giáo dục nhằm nâng cao chất lượng hiệu quả quá trình dạy và học theo hướng lấy người học làm trung
0,Đảng bộ trường Đại học Xây dựng Hà Nội được nhận cờ đảng bộ vững mạnh bao nhiêu lần?,mức điểm tối đa cho mỗi bài báo bằng tiếng anh là 125 điểm
1,công ty bán buôn lắp đặt máy móc và thiết bị công nghiệp nào?,bán buôn lắp đặt máy móc và thiết bị công nghiệp thiết bị xây dựng
1,sinh viên sử dụng gì để đăng ký học phần trên hệ thống?,sử dụng mã sinh viên được cấp khi đăng ký chương trình kỹ sư kiến trúc sư
0,Bộ môn tiếng Anh tại Đại học Xây dựng Hà Nội có cơ cấu tổ chức như thế nào?,Quy mô tuyển sinh: 150 sinh viên/năm học ngành và chuyên ngành đào tạo: các ngành và chuyên ngành đào tạo vừa làm vừa học của trường đhxdhn hình thức tuyển sinh: xét tuyển thời điểm thi tuyển sinh: theo kế hoạch tuyển sinh hàng năm.
1,trường đại học xây dựng hà nội có bao nhiêu ngành tiến sĩ?,14 ngành
0,Khoa đã thành lập lớp kiến trúc sư anh ngữ vào năm nào?,trưởng khoa: ths. nguyễn văn hiếu
0,Khoa đã nghiệm thu bao nhiêu đề tài cuối năm 2014?,mục tiêu chương trình là giúp các kỹ sư mới ra trường hoặc chưa có kinh nghiệm hòa nhập ngay vào các hoạt động sản xuất thực tế.
0,Chức năng chính của Phòng Hành chính Tổng hợp là gì?,xây dựng trình hiệu trưởng phê duyệt nội quy quy chế và phương án thực hiện công tác bảo vệ an ninh trật tự bảo vệ người
0,Em muốn biết ký túc xá có bao nhiêu phòng và sức chứa tối đa là bao nhiêu sinh viên,chương trình đào tạo đào tạo tiếng anh và tiếng pháp cho sinh viên từ cơ bản đến nâng cao. các môn đã và đang được giảng dạy: tiếng anh cơ bản theo định hướng giao tiếp với 4 kỹ năng nghe nói đọc viết. tiếng anh chứng chỉ toeic. tiếng anh chứng chỉ ielts. tiếng anh chứng chỉ b1. tiếng anh chứng chỉ toefl. tiếng anh chuyên ngành xây dựng kiến trúc. tiếng anh theo nhu cầu. tiếng pháp chứng chỉ delf b1 hoặc tcf tương đương.
1,thời gian nộp lệ phí cấp chứng chỉ là khi nào,từ ngày 20/09/2024 đến hết 15h ngày 26/09/2024
1,số viên chức hành chính của trường đại học xây dựng hà nội là bao nhiêu?,số viên chức hành chính là 164 người
0,Cơ cấu tổ chức của phòng gồm những ai?,giúp hiệu trưởng kiểm soát các mối quan hệ của nhà trường đảm bảo việc ký kết hợp đồng của trường với các đối tác đúng quy định của pháp luật
1,nếu sinh viên vi phạm quy định trong phòng thi sẽ bị xử lý như thế nào?,sinh viên vi phạm quy định trong phòng thi sẽ bị xử lý kỷ luật theo các hình thức như khiển trách
0,Sinh viên xuất sắc năm học thứ nhất có cơ hội nhận học bổng nào?,đảm nhiệm các vị trí như chủ trì đồ án thiết kế hoặc chủ nhiệm dự án
1,thời gian bắt đầu học của chương trình chuyển tiếp là khi nào?,từ ngày 06 tháng 5 năm
1,sinh viên có thể nhận học bổng erasmus khi nào?,khi thực tập tốt nghiệp 6 tháng tại doanh nghiệp pháp
0,Thông tin liên hệ của phòng là gì?,quản lý lưu trữ thông tin các sổ sách tài liệu hồ sơ về thanh tra theo quy định của pháp luật
1,thời gian thi tuyển sinh được tổ chức như thế nào?,thời điểm thi tuyển sinh: theo kế hoạch tuyển sinh hàng năm
1,quyết định này có tác dụng đối với các học phần nào trong chương trình đào tạo?,các học phần tiếng anh công nhận đạt trình độ ngoại ngữ
1,các giáo viên chủ nhiệm và khoa ban cần làm gì?,"phổ biến thông tin đến sinh viên, đặc biệt là sinh viên khóa cũ"
0,Những doanh nghiệp nào cấp học bổng cho sinh viên ngành kỹ thuật môi trường?,thực hành tại các phòng thí nghiệm đạt chuẩn quốc gia
1,"công ty có hoạt động thu gom, xử lý và tiêu hủy rác thải không?",hoạt động thu gom xử lý và tiêu hủy rác thải tái chế phế liệu các loại
0,Chuyên ngành Tin học xây dựng đào tạo kỹ sư như thế nào?,với bề dày lịch sử hơn 60 năm đào tạo khoa cầu đường đã có nhiều đóng góp quan trọng trong đào tạo nguồn nhân lực và nhân tài
0,Viện công nghệ cao Việt Nhật tư vấn những gì?,dịch vụ tư vấn lập hồ sơ mời thầu phân tích đánh giá hồ sơ dự thầu
1,Yêu cầu đối với người học chương trình đại học vừa làm vừa học là gì,yêu cầu đối với người học: đã có bằng tốt nghiệp trung học phổ thông
1,sinh viên cần làm gì trước khi đăng ký học phần?,cần cân nhắc kỹ trước khi đăng ký học phần
1,email hỗ trợ tài khoản đăng nhập là gì?,ttcntt@huce.edu.vn
1,bộ chuyên đề mà trường xây dựng bao gồm bao nhiêu chuyên đề?,24 chuyên đề
1,quy mô tuyển sinh đào tạo đại học vlvh là bao nhiêu sinh viên mỗi năm học?,quy mô tuyển sinh: 200 sinh viên/năm học
1,số cán bộ giảng dạy của trường đại học xây dựng hà nội là bao nhiêu?,số cán bộ giảng dạy là 660 người
0,Phòng có nhiệm vụ gì trong công tác thi đua khen thưởng?,trưởng phòng bảo vệ được phép thừa lệnh hiệu trưởng ký và đóng dấu của trường trong phạm vi công tác được giao
0,Ngành kỹ thuật điện bao gồm những lĩnh vực nào?,chương trình đào tạo ngành kỹ thuật môi trường được thiết kế theo cách tiếp cận cdio tích hợp kiến thức và kỹ năng
0,Sinh viên ngành kỹ thuật điện có thể phát triển kỹ năng gì?,ứng dụng các kiến thức về khoa học tự nhiên giải pháp kỹ thuật và quản lý trong môi trường
0,Tỉ lệ sinh viên có việc làm đúng chuyên ngành sau khi ra trường là bao nhiêu?,90% có việc làm đúng và gần đúng chuyên ngành đào tạo
1,Số điện thoại của Bộ môn Tiếng Anh là gì,điện thoại: 024.38691432
0,Giảng viên và sinh viên của khoa tham gia vào các hoạt động quốc tế nào?,tự chọn một trong các nội dung thực hành: bóng đá thể dục bóng chuyền bóng rổ cầu lông bóng bàn
0,Môi trường học tập tại khoa Cầu đường có đặc điểm gì?,chuyên ngành tin học xây dựng luôn nhận thức được sứ mệnh của mình trong công cuộc đào tạo kỹ sư kỹ thuật công trình vừa giỏi chuyên môn xây dựng
0,Sinh viên ngành này làm việc trong các lĩnh vực nào sau tốt nghiệp?,hỗ trợ sinh viên nghiên cứu khoa học tổ chức các buổi sinh hoạt chuyên đề
0,Sinh viên có thể tham gia những hoạt động tình nguyện nào?,chương trình trao đổi sinh viên quốc tế học bổng toàn phần từ các trường đại học châu âu và nhật bản khóa học mùa hè
0,Sinh viên ngành kỹ thuật môi trường có kỹ năng gì?,sinh viên được trang bị thêm kỹ năng sử dụng các phần mềm lập trình phân tích mô phỏng trong lĩnh vực kỹ thuật điện
0,Sinh viên phải làm gì sau khi kết thúc ca học thực hành?,môi trường việc làm đa dạng cơ quan nhà nước doanh nghiệp tư nhân liên doanh nước ngoài hoặc hành nghề độc lập
1,giáo viên chủ nhiệm có trách nhiệm gì trong việc đánh giá?,phê duyệt kết quả đánh giá rèn luyện của sinh viên lớp mình phụ trách
1,công ty có cung cấp dịch vụ khảo sát địa chất không?,công ty cung cấp dịch vụ khảo sát địa chất thủy văn công trình khảo sát địa hình các hoạt động khảo sát khác
1,Thời điểm thi tuyển sinh của chương trình đại học vừa làm vừa học là khi nào,thời điểm thi tuyển sinh: theo kế hoạch tuyển sinh hàng năm
1,tỷ lệ giảng viên cao cấp và giảng viên chính trong đội ngũ giảng viên là bao nhiêu phần trăm?,40.76%
1,sinh viên cần chuẩn bị gì khi đăng ký học chuyển tiếp?,chuẩn bị bảo vệ đồ án tốt nghiệp đợt tháng 05 năm
1,"sau khi hết thời gian đăng ký, sinh viên có thể rút môn học không?",không được rút bỏ các môn học đã đăng ký
0,Bộ môn tiếng Anh có các hình thức đào tạo nào cho sinh viên hệ chính quy?,chương trình đào tạo được thiết kế 5 năm 10 học kỳ trong đó 9 học kỳ tích lũy học phần 1 học kỳ làm đồ án tốt nghiệp thời gian đào tạo: tối đa 10 năm
0,Sinh viên có năng lực gì trong nghề nghiệp?,nhận học bổng của trường khoa và của các nhà tài trợ
1,sinh viên có thể nhận bằng cử nhân trong ngành nào?,mỹ thuật đô thị công nghệ đa phương tiện quản lý hạ tầng đất đai đô thị kiểm toán đầu tư xây dựng quản lý dự án logistics và quản lý chuỗi cung ứng logistics đô thị
0,Ngành đào tạo kiến trúc nội thất là ngành gì?,bất động sản là hệ sinh thái của nền kinh tế tạo ra nhu cầu và động lực cho nhiều ngành nghề phát triển
